timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1618124338324,930,HTTP请求,200,OK,搜索 1-3,text,true,,4287,144,30,30,https://gitee.com/search/relative_project?q=test,930,0,112
1618124338291,1736,HTTP请求,200,OK,搜索 1-2,text,true,,4287,144,29,29,https://gitee.com/search/relative_project?q=test,1736,0,114
1618124338424,1910,HTTP请求,200,OK,搜索 1-6,text,true,,4287,144,28,28,https://gitee.com/search/relative_project?q=test,1910,0,113
1618124338392,2009,HTTP请求,200,OK,搜索 1-5,text,true,,4287,144,27,27,https://gitee.com/search/relative_project?q=test,2009,0,110
1618124338357,2061,HTTP请求,200,OK,搜索 1-4,text,true,,4287,144,26,26,https://gitee.com/search/relative_project?q=test,2061,0,112
1618124338259,2163,HTTP请求,200,OK,搜索 1-1,text,true,,4287,144,25,25,https://gitee.com/search/relative_project?q=test,2163,0,122
1618124338720,2025,HTTP请求,200,OK,搜索 1-15,text,true,,4287,144,24,24,https://gitee.com/search/relative_project?q=test,2025,0,111
1618124338522,2223,HTTP请求,200,OK,搜索 1-9,text,true,,4287,144,24,24,https://gitee.com/search/relative_project?q=test,2223,0,119
1618124338588,2157,HTTP请求,200,OK,搜索 1-11,text,true,,4287,144,24,24,https://gitee.com/search/relative_project?q=test,2157,0,111
1618124338654,2092,HTTP请求,200,OK,搜索 1-13,text,true,,4287,144,24,24,https://gitee.com/search/relative_project?q=test,2092,0,110
1618124338457,2290,HTTP请求,200,OK,搜索 1-7,text,true,,4287,144,20,20,https://gitee.com/search/relative_project?q=test,2290,0,126
1618124338820,1931,HTTP请求,200,OK,搜索 1-18,text,true,,4287,144,19,19,https://gitee.com/search/relative_project?q=test,1931,0,113
1618124338852,1912,HTTP请求,200,OK,搜索 1-19,text,true,,4287,144,18,18,https://gitee.com/search/relative_project?q=test,1912,0,111
1618124338491,2274,HTTP请求,200,OK,搜索 1-8,text,true,,4287,144,17,17,https://gitee.com/search/relative_project?q=test,2274,0,119
1618124338786,1983,HTTP请求,200,OK,搜索 1-17,text,true,,4287,144,16,16,https://gitee.com/search/relative_project?q=test,1983,0,115
1618124338556,2213,HTTP请求,200,OK,搜索 1-10,text,true,,4287,144,16,16,https://gitee.com/search/relative_project?q=test,2213,0,116
1618124339019,1751,HTTP请求,200,OK,搜索 1-24,text,true,,4287,144,14,14,https://gitee.com/search/relative_project?q=test,1751,0,115
1618124338687,2087,HTTP请求,200,OK,搜索 1-14,text,true,,4287,144,13,13,https://gitee.com/search/relative_project?q=test,2087,0,114
1618124338753,2026,HTTP请求,200,OK,搜索 1-16,text,true,,4287,144,12,12,https://gitee.com/search/relative_project?q=test,2026,0,117
1618124338918,1930,HTTP请求,200,OK,搜索 1-21,text,true,,4287,144,11,11,https://gitee.com/search/relative_project?q=test,1930,0,117
1618124339117,1731,HTTP请求,200,OK,搜索 1-27,text,true,,4287,144,11,11,https://gitee.com/search/relative_project?q=test,1731,0,121
1618124338952,1929,HTTP请求,200,OK,搜索 1-22,text,true,,4287,144,9,9,https://gitee.com/search/relative_project?q=test,1929,0,113
1618124339149,1860,HTTP请求,200,OK,搜索 1-28,text,true,,4287,144,8,8,https://gitee.com/search/relative_project?q=test,1860,0,112
1618124338985,2059,HTTP请求,200,OK,搜索 1-23,text,true,,4287,144,7,7,https://gitee.com/search/relative_project?q=test,2059,0,117
1618124338886,2188,HTTP请求,200,OK,搜索 1-20,text,true,,4287,144,6,6,https://gitee.com/search/relative_project?q=test,2188,0,110
1618124339215,1866,HTTP请求,200,OK,搜索 1-30,text,true,,4287,144,5,5,https://gitee.com/search/relative_project?q=test,1866,0,111
1618124339050,2111,HTTP请求,200,OK,搜索 1-25,text,true,,4287,144,4,4,https://gitee.com/search/relative_project?q=test,2111,0,113
1618124339182,2070,HTTP请求,200,OK,搜索 1-29,text,true,,4287,144,3,3,https://gitee.com/search/relative_project?q=test,2070,0,113
1618124338621,2631,HTTP请求,200,OK,搜索 1-12,text,true,,4287,144,3,3,https://gitee.com/search/relative_project?q=test,2631,0,1127
1618124339083,2169,HTTP请求,200,OK,搜索 1-26,text,true,,4287,144,3,3,https://gitee.com/search/relative_project?q=test,2169,0,115
